TransactionId,TransactionDateTime,SelfServiceStatus,EventName,EventDate,VenueCountry,VenueCity,Section,Row,SeatFrom,SeatTo,Quantity,ListingNotes,CurrencyCode,TotalSellerNetProceeds,DeliveryMethodName
500345884,13/04/2022 12:41:35 a. m.,Complete,Pepe Águilar,17/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission VIP,,,,2,,MXN,8996.3800,FedEx Nacional Día Siguiente
500346468,13/04/2022 02:25:48 a. m.,Complete,Pepe Águilar,17/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,2401.1800,FedEx Nacional Día Siguiente
500350734,13/04/2022 02:48:36 p. m.,Complete,Pepe Águilar,17/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,2401.1400,FedEx Nacional Día Siguiente
500352251,13/04/2022 04:51:59 p. m.,Complete,Pepe Águilar,17/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,1,,MXN,1200.5700,FedEx Nacional Día Siguiente
500375253,15/04/2022 09:47:20 p. m.,Complete,Pepe Águilar,17/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,4140.0000,Entrada electrónica
500376081,16/04/2022 12:00:54 a. m.,Complete,Pepe Águilar,17/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,4140.0000,Entrada electrónica
500376297,16/04/2022 12:40:39 a. m.,Complete,Pepe Águilar,17/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,4140.0000,Entrada electrónica
500381241,16/04/2022 04:07:21 p. m.,Complete,Pepe Águilar,17/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,3726.0000,Entrada electrónica
500383071,16/04/2022 07:40:43 p. m.,Complete,Pepe Águilar,17/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission VIP,,,,1,,MXN,4497.5200,Entrada electrónica
500384957,17/04/2022 12:00:08 a. m.,Complete,Pepe Águilar,17/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,3,,MXN,5589.0000,Entrada electrónica
500385203,17/04/2022 12:48:49 a. m.,Complete,Pepe Águilar,17/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,4140.0000,Entrada electrónica
500385770,17/04/2022 03:44:41 a. m.,Complete,Pepe Águilar,17/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,4140.0000,Entrada electrónica
500325908,11/04/2022 04:06:02 a. m.,Complete,Carín León - Feria de San Marcos 2022,18/04/2022 02:00:00 a. m.,México,Aguascalientes,General,,,,1,,MXN,1529.9900,FedEx Nacional Día Siguiente
500346906,13/04/2022 04:11:15 a. m.,Complete,Carín León - Feria de San Marcos 2022,18/04/2022 02:00:00 a. m.,México,Aguascalientes,General,,,,1,,MXN,1529.9900,FedEx Nacional Día Siguiente
500383319,16/04/2022 08:10:03 p. m.,Complete,Carín León - Feria de San Marcos 2022,18/04/2022 02:00:00 a. m.,México,Aguascalientes,General,,,,1,,MXN,1529.9900,Entrada electrónica
500385537,17/04/2022 02:20:34 a. m.,Complete,Carín León - Feria de San Marcos 2022,18/04/2022 02:00:00 a. m.,México,Aguascalientes,Gold,,,,3,,MXN,10799.9700,Entrada electrónica
500388984,17/04/2022 02:47:16 p. m.,Complete,Carín León - Feria de San Marcos 2022,18/04/2022 02:00:00 a. m.,México,Aguascalientes,General,,,,5,,MXN,7649.9500,Entrada electrónica
500329756,11/04/2022 02:38:34 p. m.,Complete,Sebastián Yatra - Feria San Marcos 2022,22/04/2022 08:00:00 p. m.,México,Aguascalientes,General Admission,,,,4,,MXN,3931.1600,FedEx Nacional Día Siguiente
500381217,16/04/2022 04:03:54 p. m.,Complete,Sebastián Yatra - Feria San Marcos 2022,22/04/2022 08:00:00 p. m.,México,Aguascalientes,General Admission,,,,2,,MXN,1202.4600,FedEx Nacional Día Siguiente
500385544,17/04/2022 02:22:07 a. m.,Complete,Sebastián Yatra - Feria San Marcos 2022,22/04/2022 08:00:00 p. m.,México,Aguascalientes,General Admission,,,,3,,MXN,1803.6900,FedEx Nacional Día Siguiente
500400275,18/04/2022 08:12:45 p. m.,Complete,Sebastián Yatra - Feria San Marcos 2022,22/04/2022 08:00:00 p. m.,México,Aguascalientes,General Admission VIP,,,,3,,MXN,7442.9400,FedEx Nacional Día Siguiente
500354760,13/04/2022 08:37:35 p. m.,Complete,Edith Marquez - Feria San Marcos 2022,24/04/2022 02:00:00 a. m.,México,Aguascalientes,Plata,,,,4,,MXN,5450.5100,FedEx Nacional Día Siguiente
500383892,16/04/2022 09:18:24 p. m.,Complete,El Costeño y Teo González - Feria San Marcos 2022,19/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission VIP,,,,9,,MXN,11952.0900,Entrada electrónica
500398018,18/04/2022 04:23:07 p. m.,Complete,El Costeño y Teo González - Feria San Marcos 2022,19/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission VIP,,,,4,,MXN,5368.4400,Entrada electrónica
500400273,18/04/2022 08:12:37 p. m.,Complete,El Costeño y Teo González - Feria San Marcos 2022,19/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission VIP,,,,2,,MXN,2142.0000,Entrada electrónica
500400477,18/04/2022 08:37:09 p. m.,Complete,El Costeño y Teo González - Feria San Marcos 2022,19/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission VIP,,,,2,,MXN,2142.0000,Entrada electrónica
500401590,18/04/2022 11:20:05 p. m.,Complete,El Costeño y Teo González - Feria San Marcos 2022,19/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,612.0000,Entrada electrónica
500402805,19/04/2022 04:20:28 a. m.,Complete,Edith Marquez - Feria San Marcos 2022,24/04/2022 02:00:00 a. m.,México,Aguascalientes,VIP,,,,2,,MXN,3420.6800,FedEx Nacional Día Siguiente
500406947,19/04/2022 03:22:34 p. m.,Complete,Edith Marquez - Feria San Marcos 2022,24/04/2022 02:00:00 a. m.,México,Aguascalientes,VIP,,,,4,,MXN,6841.3600,FedEx Nacional Día Siguiente
500421445,20/04/2022 05:28:49 p. m.,Complete,Edith Marquez - Feria San Marcos 2022,24/04/2022 02:00:00 a. m.,México,Aguascalientes,General,,,,2,,MXN,1441.0800,FedEx Nacional Día Siguiente
500426202,21/04/2022 01:56:48 a. m.,Complete,Edith Marquez - Feria San Marcos 2022,24/04/2022 02:00:00 a. m.,México,Aguascalientes,VIP,,,,4,,MXN,2882.1600,Entrada electrónica
500450941,23/04/2022 03:53:47 a. m.,Complete,Edith Marquez - Feria San Marcos 2022,24/04/2022 02:00:00 a. m.,México,Aguascalientes,General,,,,2,,MXN,1441.0800,Entrada electrónica
500457098,23/04/2022 06:00:12 p. m.,Complete,Edith Marquez - Feria San Marcos 2022,24/04/2022 02:00:00 a. m.,México,Aguascalientes,General,,,,2,,MXN,1441.0800,Entrada electrónica
500459256,23/04/2022 09:45:58 p. m.,Complete,Edith Marquez - Feria San Marcos 2022,24/04/2022 02:00:00 a. m.,México,Aguascalientes,General,,,,2,,MXN,1441.0800,Entrada electrónica
500413286,20/04/2022 01:08:57 a. m.,Complete,Los 2 Carnales - Feria San Marcos 2022,21/04/2022 02:00:00 a. m.,México,Aguascalientes,General,,,,2,,MXN,1607.2600,Entrada electrónica
500413749,20/04/2022 02:26:11 a. m.,Complete,Los 2 Carnales - Feria San Marcos 2022,21/04/2022 02:00:00 a. m.,México,Aguascalientes,Plata,,,,3,,MXN,3781.3800,Entrada electrónica
500414021,20/04/2022 03:19:04 a. m.,Complete,Los 2 Carnales - Feria San Marcos 2022,21/04/2022 02:00:00 a. m.,México,Aguascalientes,Gold,,,,4,,MXN,6770.9600,Entrada electrónica
500426054,21/04/2022 01:31:00 a. m.,Complete,Los 2 Carnales - Feria San Marcos 2022,21/04/2022 02:00:00 a. m.,México,Aguascalientes,Plata,,,,2,,MXN,2754.0000,Entrada electrónica
500426069,21/04/2022 01:33:58 a. m.,Complete,Los 2 Carnales - Feria San Marcos 2022,21/04/2022 02:00:00 a. m.,México,Aguascalientes,Plata,,,,2,,MXN,2754.0000,Entrada electrónica
500496377,27/04/2022 04:07:10 p. m.,Complete,Grupo Firme,28/04/2022 02:00:00 a. m.,México,Aguascalientes,Lateral Poniente Bajo,,,,2,,MXN,5490.9800,Entrada electrónica
500501298,28/04/2022 01:12:01 a. m.,Complete,Grupo Firme,28/04/2022 02:00:00 a. m.,México,Aguascalientes,VIP,,,,2,,MXN,7650.0000,Entrada electrónica
500330781,11/04/2022 04:18:14 p. m.,Complete,Alejandro Fernandez,01/05/2022 04:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,3950.9800,FedEx Nacional Día Siguiente
500333119,11/04/2022 08:13:42 p. m.,Complete,Alejandro Fernandez,01/05/2022 04:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,3941.9800,FedEx Nacional Día Siguiente
500372040,15/04/2022 03:52:01 p. m.,Complete,Alejandro Fernandez,01/05/2022 04:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,3905.9800,FedEx Nacional Día Siguiente
500377184,16/04/2022 03:56:18 a. m.,Complete,Alejandro Fernandez,01/05/2022 04:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,3905.9800,FedEx Nacional Día Siguiente
500397206,18/04/2022 02:42:21 p. m.,Complete,Alejandro Fernandez,01/05/2022 04:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,3887.9800,FedEx Nacional Día Siguiente
500406092,19/04/2022 01:58:13 p. m.,Complete,Alejandro Fernandez,01/05/2022 04:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,3869.9800,FedEx Nacional Día Siguiente
500410404,19/04/2022 07:34:37 p. m.,Complete,Alejandro Fernandez,01/05/2022 04:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,3869.9800,FedEx Nacional Día Siguiente
500411789,19/04/2022 09:34:07 p. m.,Complete,Alejandro Fernandez,01/05/2022 04:00:00 a. m.,México,Aguascalientes,General Admission,,,,5,,MXN,9674.9500,FedEx Nacional Día Siguiente
500426385,21/04/2022 02:24:54 a. m.,Complete,Alejandro Fernandez,01/05/2022 04:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,3860.9800,FedEx Nacional Día Siguiente
500426939,21/04/2022 04:01:14 a. m.,Complete,Alejandro Fernandez,01/05/2022 04:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,3860.9800,FedEx Nacional Día Siguiente
500323168,10/04/2022 06:21:25 p. m.,Complete,Remmy Valenzuela - Feria San Marcos 2022,02/05/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,1705.1600,FedEx Nacional Día Siguiente
500382146,16/04/2022 05:56:52 p. m.,Complete,Natalia Jimenez - Feria San Marcos 2022,20/04/2022 02:00:00 a. m.,México,Aguascalientes,VIP,,,,2,,MXN,2584.6000,Entrada electrónica
500383630,16/04/2022 08:45:17 p. m.,Complete,Remmy Valenzuela - Feria San Marcos 2022,02/05/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,1437.6800,FedEx Nacional Día Siguiente
500390557,17/04/2022 06:17:23 p. m.,Complete,Natalia Jimenez - Feria San Marcos 2022,20/04/2022 02:00:00 a. m.,México,Aguascalientes,VIP,,,,2,,MXN,2584.6000,Entrada electrónica
500393107,18/04/2022 12:09:54 a. m.,Complete,Natalia Jimenez - Feria San Marcos 2022,20/04/2022 02:00:00 a. m.,México,Aguascalientes,General,,,,2,,MXN,1235.8600,Entrada electrónica
500393983,18/04/2022 04:52:22 a. m.,Complete,Alfredo Olivas,27/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission VIP,,,,4,,MXN,19999.9200,FedEx Nacional Día Siguiente
500403097,19/04/2022 06:29:40 a. m.,Complete,Natalia Jimenez - Feria San Marcos 2022,20/04/2022 02:00:00 a. m.,México,Aguascalientes,VIP,,,,2,,MXN,3366.0000,Entrada electrónica
500422529,20/04/2022 06:51:18 p. m.,Complete,Alfredo Olivas,27/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission VIP,,,,2,,MXN,9999.9600,FedEx - International Priority
500499460,27/04/2022 08:54:56 p. m.,Complete,Remmy Valenzuela - Feria San Marcos 2022,02/05/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,4,,MXN,2518.5200,FedEx Nacional Día Siguiente
500509801,28/04/2022 07:45:52 p. m.,Complete,Los Tucánes de Tijuana - Feria San Marcos 2022,29/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission VIP,,,,2,,MXN,10677.1400,Entrada electrónica
500324306,10/04/2022 09:41:49 p. m.,Complete,Gloria Trevi - Feria San Marcos 2022,08/05/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,2968.1800,FedEx Nacional Día Siguiente
500329121,11/04/2022 01:42:07 p. m.,Complete,Gloria Trevi - Feria San Marcos 2022,08/05/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,2968.1800,FedEx Nacional Día Siguiente
500329721,11/04/2022 02:34:51 p. m.,Complete,Gloria Trevi - Feria San Marcos 2022,08/05/2022 02:00:00 a. m.,México,Aguascalientes,General Admission VIP,,,,2,,MXN,7777.7800,FedEx Nacional Día Siguiente
500418072,20/04/2022 01:21:56 p. m.,Complete,Gloria Trevi - Feria San Marcos 2022,08/05/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,2665.7800,FedEx Nacional Día Siguiente
500421297,20/04/2022 05:15:45 p. m.,Complete,Gloria Trevi - Feria San Marcos 2022,08/05/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,2665.7800,FedEx Nacional Día Siguiente
500434661,21/04/2022 07:37:25 p. m.,Complete,Gloria Trevi - Feria San Marcos 2022,08/05/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,2,,MXN,2665.7800,FedEx Nacional Día Siguiente
500435181,21/04/2022 08:19:19 p. m.,Complete,Gloria Trevi - Feria San Marcos 2022,08/05/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,5,,MXN,6664.4500,FedEx Nacional Día Siguiente
500548765,02/05/2022 01:10:44 p. m.,Complete,Gloria Trevi - Feria San Marcos 2022,08/05/2022 02:00:00 a. m.,México,Aguascalientes,General Admission VIP,,,,3,,MXN,17998.2000,Entrega disponible solo en la ciudad del evento
500335120,12/04/2022 01:05:41 a. m.,Complete,Julión Álvarez - Feria San Marcos 2022,09/05/2022 02:00:00 a. m.,México,Aguascalientes,VIP,,,,2,,MXN,12599.9800,FedEx - International Priority
500335191,12/04/2022 01:18:20 a. m.,Complete,Julión Álvarez - Feria San Marcos 2022,09/05/2022 02:00:00 a. m.,México,Aguascalientes,Gold,,,,2,,MXN,7177.8400,FedEx Nacional Día Siguiente
500345892,13/04/2022 12:42:06 a. m.,Complete,Julión Álvarez - Feria San Marcos 2022,09/05/2022 02:00:00 a. m.,México,Aguascalientes,General,,,,4,,MXN,5399.9600,FedEx Nacional Día Siguiente
500427069,21/04/2022 04:31:52 a. m.,Complete,Julión Álvarez - Feria San Marcos 2022,09/05/2022 02:00:00 a. m.,México,Aguascalientes,Gold,,,,2,,MXN,8639.9800,FedEx Nacional Día Siguiente
500490091,26/04/2022 10:54:11 p. m.,Complete,Julión Álvarez - Feria San Marcos 2022,09/05/2022 02:00:00 a. m.,México,Aguascalientes,Gold,,,,2,,MXN,14036.3800,FedEx Nacional Día Siguiente
500553439,02/05/2022 08:56:46 p. m.,Complete,Julión Álvarez - Feria San Marcos 2022,09/05/2022 02:00:00 a. m.,México,Aguascalientes,VIP,,,,2,,MXN,16560.0000,FedEx Nacional Día Siguiente
500435463,21/04/2022 08:44:09 p. m.,Complete,Edith Marquez - Feria San Marcos 2022,24/04/2022 02:00:00 a. m.,México,Aguascalientes,General,,,,2,,MXN,1441.0800,Entrada electrónica
500385181,17/04/2022 12:44:51 a. m.,Complete,Pepe Águilar,17/04/2022 02:00:00 a. m.,México,Aguascalientes,General Admission,,,,4,,MXN,7452.0000,Entrada electrónica
500560568,03/05/2022 04:38:13 p. m.,Complete,Rosalía,15/08/2022 02:30:00 a. m.,México,"México, DF",104,,,,8,,MXN,108000.0000,FedEx Nacional Día Siguiente
502890356,28/07/2022 10:23:41 p. m.,Complete,Rosalía,15/08/2022 02:30:00 a. m.,México,"México, DF",401,,,,3,,MXN,5991.3000,FedEx Nacional Día Siguiente
502900471,29/07/2022 02:11:10 a. m.,Complete,Rosalía,15/08/2022 02:30:00 a. m.,México,"México, DF",504,,,,1,,MXN,999.0000,FedEx Nacional Día Siguiente
502916980,29/07/2022 03:00:53 p. m.,Complete,Rosalía,15/08/2022 02:30:00 a. m.,México,"México, DF",405,,,,1,,MXN,1627.2000,FedEx Nacional Día Siguiente
503032297,31/07/2022 08:15:08 p. m.,Complete,Rosalía,15/08/2022 02:30:00 a. m.,México,"México, DF",Luneta,,,,2,,MXN,5531.4000,FedEx Nacional Día Siguiente
503493100,11/08/2022 01:13:02 a. m.,Complete,Julión Álvarez - Fenapo,13/08/2022 04:00:00 a. m.,México,San Luis Potosí,GRADA,,,,1,,MXN,1530.0000,Entrada electrónica
503522395,11/08/2022 07:42:08 p. m.,Complete,Flans y Pandora - Fenapo,14/08/2022 04:00:00 a. m.,México,San Luis Potosí,Dorada,,,,1,,MXN,2826.0000,Entrada electrónica
502242234,12/07/2022 07:22:02 p. m.,Complete,Rosalía,18/08/2022 02:30:00 a. m.,México,Zapopan,101,,,,4,,MXN,54000.0000,FedEx Nacional Día Siguiente
502242770,12/07/2022 07:34:43 p. m.,Complete,Rosalía,18/08/2022 02:30:00 a. m.,México,Zapopan,101,,,,2,,MXN,27000.0000,FedEx Nacional Día Siguiente
503263413,05/08/2022 10:58:11 p. m.,Complete,Rosalía,18/08/2022 02:30:00 a. m.,México,Zapopan,104,,,,2,,MXN,8098.2000,FedEx Nacional Día Siguiente
503885328,19/08/2022 03:32:49 a. m.,Complete,Wisin y Yandel,25/08/2022 02:00:00 a. m.,México,Zapopan,102,,,,7,,MXN,7478.1000,FedEx Nacional Día Siguiente
503631190,13/08/2022 08:37:26 p. m.,Complete,Alejandro Fernández - FENAPO 2022,27/08/2022 04:00:00 a. m.,México,San Luis Potosí,Floor,,,,2,,MXN,2926.8000,Entrada electrónica
503025887,31/07/2022 05:47:46 p. m.,Complete,Alejandro Fernández - Fenapo,28/08/2022 04:00:00 a. m.,México,San Luis Potosí,GRADA,,,,2,,MXN,1224.0000,Entrada electrónica
504156907,24/08/2022 01:17:08 p. m.,Complete,Carin Leon - Palenque Fiestas de Octubre,17/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 3,,,,2,,MXN,3105.0000,FedEx - International Priority
506766551,08/10/2022 02:36:08 a. m.,Complete,Pancho Barraza - Palenque Fiestas de Octubre,10/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 1,,,,2,,MXN,8008.2000,Entrada electrónica
505470259,15/09/2022 10:22:11 p. m.,Complete,Christian Nodal - Palenque Fiestas de Octubre,01/10/2022 02:00:00 a. m.,México,Guadalajara,Tier 4,,,,1,,MXN,1304.1000,Entrada electrónica
504187611,24/08/2022 11:33:04 p. m.,Complete,Julión Álvarez - Palenque Fiestas de Octubre,15/10/2022 04:00:00 a. m.,México,Guadalajara,Floor,,,,2,,MXN,16034.4000,FedEx - International Priority
504096987,23/08/2022 05:16:56 a. m.,Complete,Julión Álvarez - Palenque Fiestas de Octubre,15/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 1,,,,2,,MXN,15426.0000,FedEx - International Priority
505094980,09/09/2022 04:50:27 p. m.,Complete,Julión Álvarez - Palenque Fiestas de Octubre,15/10/2022 04:00:00 a. m.,México,Guadalajara,Floor,,,,2,,MXN,17998.2000,FedEx - International Priority
505057164,08/09/2022 11:55:24 p. m.,Complete,Grupo Firme,24/09/2022 02:00:00 a. m.,México,Zapopan,Upper Tier 1,,,,3,,MXN,7730.1000,Entrada electrónica
507201968,16/10/2022 02:03:49 a. m.,Complete,Julión Álvarez - Palenque Fiestas de Octubre,16/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 4,,,,2,,MXN,14400.0000,Entrada electrónica
504275981,26/08/2022 01:47:00 p. m.,Complete,Julión Álvarez - Palenque Fiestas de Octubre,16/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 3,,,,4,,MXN,17866.8000,FedEx - International Priority
506727469,07/10/2022 04:06:58 p. m.,Complete,BANDA MS - Palenque Fiestas de Octubre,08/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 1,,,,4,,MXN,25196.4000,Entrada electrónica
506152589,27/09/2022 02:29:40 p. m.,Complete,Christian Nodal - Palenque Fiestas de Octubre,01/10/2022 02:00:00 a. m.,México,Guadalajara,Tier 4,,,,2,,MXN,2608.2000,Entrada electrónica
502934442,29/07/2022 08:06:12 p. m.,Complete,Ricardo Arjona,13/10/2022 02:00:00 a. m.,México,Zapopan,1,,,,1,,MXN,612.0000,FedEx Nacional Día Siguiente
503800248,17/08/2022 03:28:54 p. m.,Complete,Carin Leon - Palenque Fiestas de Octubre,17/10/2022 04:00:00 a. m.,México,Guadalajara,Floor,,,,2,,MXN,13543.2000,FedEx Nacional Día Siguiente
502931959,29/07/2022 07:24:22 p. m.,Complete,Ricardo Arjona,13/10/2022 02:00:00 a. m.,México,Zapopan,1,,,,2,,MXN,1224.0000,FedEx Nacional Día Siguiente
506320573,30/09/2022 02:53:21 p. m.,Complete,Danny Ocean,03/10/2022 02:00:00 a. m.,México,Zapopan,302,,,,4,,MXN,5036.4000,Entrada electrónica
505603822,17/09/2022 06:29:55 p. m.,Complete,Julión Álvarez - Palenque Fiestas de Octubre,15/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 2,,,,6,,MXN,29694.6000,FedEx Nacional Día Siguiente
506873771,10/10/2022 01:28:44 a. m.,Complete,Pancho Barraza - Palenque Fiestas de Octubre,10/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 4,,,,6,,MXN,10260.0000,Entrada electrónica
503541633,12/08/2022 03:10:41 a. m.,Complete,Pancho Barraza - Palenque Fiestas de Octubre,10/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 4,,,,2,,MXN,2248.2000,FedEx Nacional Día Siguiente
503390280,08/08/2022 09:26:43 p. m.,Complete,Luis R Conriquez - Palenque Fiestas de Octubre,07/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 4,,,,3,,MXN,4468.5000,FedEx Nacional Día Siguiente
506094763,26/09/2022 04:29:47 a. m.,Complete,Julión Álvarez - Palenque Fiestas de Octubre,15/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 4,,,,2,,MXN,4188.6000,FedEx Nacional Día Siguiente
505231352,11/09/2022 05:39:13 p. m.,Complete,Christian Nodal - Palenque Fiestas de Octubre,02/10/2022 02:00:00 a. m.,México,Guadalajara,Floor,,,,2,,MXN,5398.2000,FedEx - International Priority
505794552,21/09/2022 03:12:06 a. m.,Complete,Julión Álvarez - Palenque Fiestas de Octubre,15/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 4,,,,2,,MXN,4093.2000,FedEx Nacional Día Siguiente
505639766,18/09/2022 03:50:46 a. m.,Complete,Alejandro Fernández - Palenque Fiestas de Octubre,22/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 4,,,,2,,MXN,4206.6000,FedEx Nacional Día Siguiente
500734244,20/05/2022 11:59:14 p. m.,Complete,Ricardo Arjona,21/10/2022 01:30:00 a. m.,México,Puebla,Floor,,,,1,,MXN,8100.0000,Entrada electrónica
503634741,13/08/2022 09:37:08 p. m.,Complete,Julión Álvarez - Palenque Fiestas de Octubre,15/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 2,,,,3,,MXN,35240.4000,FedEx Nacional Día Siguiente
503634325,13/08/2022 09:30:28 p. m.,Complete,Carlos Rivera - Palenque Fiestas de Octubre,14/10/2022 04:00:00 a. m.,México,Guadalajara,Floor,,,,2,,MXN,10978.2000,FedEx Nacional Día Siguiente
505741436,20/09/2022 03:39:33 a. m.,Complete,Bely y Beto - Palenque Fiestas de Octubre,09/10/2022 08:00:00 p. m.,México,Guadalajara,Tier 1,,,,3,,MXN,6874.2000,FedEx Nacional Día Siguiente
503415959,09/08/2022 02:26:26 p. m.,Complete,Carlos Rivera - Palenque Fiestas de Octubre,14/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 4,,,,2,,MXN,3888.0000,Entrada electrónica
504076874,22/08/2022 09:36:43 p. m.,Complete,Carlos Rivera - Palenque Fiestas de Octubre,14/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 3,,,,2,,MXN,3439.8000,FedEx Nacional Día Siguiente
505006332,08/09/2022 02:41:34 a. m.,Complete,Alejandro Fernández - Palenque Fiestas de Octubre,22/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 4,,,,6,,MXN,15638.4000,FedEx Nacional Día Siguiente
503689713,15/08/2022 01:28:33 a. m.,Complete,Carin Leon - Palenque Fiestas de Octubre,17/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 3,,,,2,,MXN,3101.4000,FedEx Nacional Día Siguiente
506437531,02/10/2022 12:34:42 a. m.,Complete,Christian Nodal - Palenque Fiestas de Octubre,02/10/2022 02:00:00 a. m.,México,Guadalajara,Tier 4,,,,3,,MXN,5667.3000,Entrada electrónica
504585668,01/09/2022 12:14:08 a. m.,Complete,Alejandro Fernández - Palenque Fiestas de Octubre,22/10/2022 04:00:00 a. m.,México,Guadalajara,Floor,,,,2,,MXN,13950.0000,FedEx Nacional Día Siguiente
504491585,30/08/2022 01:26:54 p. m.,Complete,Alex Fernández - Palenque Fiestas de Octubre,20/10/2022 04:00:00 a. m.,México,Guadalajara,Floor,,,,4,,MXN,9547.2000,FedEx Nacional Día Siguiente
506535563,03/10/2022 11:24:50 p. m.,Complete,Carin Leon - Palenque Fiestas de Octubre,17/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 4,,,,2,,MXN,3616.2000,FedEx Nacional Día Siguiente
505809028,21/09/2022 02:38:51 p. m.,Complete,Bely y Beto - Palenque Fiestas de Octubre,09/10/2022 08:00:00 p. m.,México,Guadalajara,Tier 4,,,,3,,MXN,3723.3000,Entrada electrónica
505829460,21/09/2022 08:45:54 p. m.,Complete,Christian Nodal - Palenque Fiestas de Octubre,01/10/2022 02:00:00 a. m.,México,Guadalajara,Tier 4,,,,2,,MXN,2608.2000,Entrada electrónica
506378647,01/10/2022 06:07:49 a. m.,Complete,Christian Nodal - Palenque Fiestas de Octubre,02/10/2022 02:00:00 a. m.,México,Guadalajara,Tier 4,,,,4,,MXN,7556.4000,Entrada electrónica
503705919,15/08/2022 03:48:37 p. m.,Complete,Ricardo Arjona,21/10/2022 01:30:00 a. m.,México,Puebla,214,,,,3,,MXN,13381.2000,Entrada electrónica
506368714,01/10/2022 01:48:47 a. m.,Complete,Christian Nodal - Palenque Fiestas de Octubre,01/10/2022 02:00:00 a. m.,México,Guadalajara,Floor,,,,2,,MXN,5760.0000,Entrada electrónica
505639984,18/09/2022 03:58:44 a. m.,Complete,Christian Nodal - Palenque Fiestas de Octubre,01/10/2022 02:00:00 a. m.,México,Guadalajara,Tier 4,,,,3,,MXN,3912.3000,FedEx Nacional Día Siguiente
504198981,25/08/2022 03:32:39 a. m.,Complete,Julión Álvarez - Palenque Fiestas de Octubre,15/10/2022 04:00:00 a. m.,México,Guadalajara,Tier 4,,,,4,,MXN,17481.6000,Entrada electrónica
